#Title: The main part of the Catalogue
#Column	_RAJ2000	(F10.6)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F10.6)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	HR	(I4)	[1/9110]+ Harvard Revised Number = Bright Star Number	[ucd=meta.id;meta.main]
#Column	Name	(a10)	Name, generally Bayer and/or Flamsteed name	[ucd=meta.id]
#Column	HD	(I6)	[1/225300]? Henry Draper Catalog Number	[ucd=meta.id]
#Column	ADS	(a5)	Aitken's Double Star Catalog (ADS) designation	[ucd=meta.id]
#Column	VarID	(a9)	Variable star identification	[ucd=meta.id]
#Column	Vmag	(F5.2)	?Visual magnitude (1)	[ucd=phot.mag;em.opt.V]
#Column	B-V	(F5.2)	? B-V color in the UBV system	[ucd=phot.color;em.opt.B;em.opt.V]
#Column	SpType	(a20)	Spectral type	[ucd=src.spType]
RAJ2000	DEJ2000	HR	Name	HD	ADS	VarID	Vmag	B-V	SpType
303.307917	 -1.009444	7720	 66    Aql	192107	     	         	 5.47	 1.43	  K5III
303.015833	+47.736944	7721	          	192276	     	         	 6.92	-0.12	  B7V
303.822500	-27.032778	7722	          	192310	     	12933    	 5.73	 0.88	  K0V
303.419167	+24.238889	7723	          	192342	13543	         	 6.56	 0.29	  A1m
303.569167	+15.197500	7724	 67Rho Aql	192425	     	         	 4.95	 0.08	  A2V
303.960833	-30.005278	7725	          	192433	     	         	 6.30	 1.51	  K4III
303.132500	+51.463611	7726	          	192439	13535	         	 6.01	 1.14	  K2.5III
302.895417	+62.078611	7727	 68    Dra	192455	     	         	 5.75	 0.47	  F5V
304.098750	-36.454444	7728	          	192472	     	12949    	 6.39	 1.54	  M4III
304.110417	-35.197778	7729	          	192486	     	         	 6.53	 0.37	  F2V
303.325000	+46.815833	7730	 30    Cyg	192514	13554	12926    	 4.83	 0.09	  A5IIIn
303.560417	+28.694722	7731	 21    Vul	192518	     	NU Vul   	 5.18	 0.18	  A7IVn
304.762500	-63.231111	7732	          	192531	     	         	 6.27	 1.04	  K0III
303.428333	+43.379167	7733	          	192535	13555	         	 6.14	 1.50	  K4III
303.520833	+36.605278	7734	          	192538	     	Var?     	 6.45	 0.00	  A0V
303.407917	+46.741389	7735	 31    Cyg	192577	13554	V695 Cyg 	 3.79	 1.28	  K2II+B3V
303.633333	+36.806389	7736	 29    Cyg	192640	     	V1644 Cyg	 4.97	 0.14	  A2V
303.590000	+42.103611	7737	          	192659	13572	         	 6.71	-0.04	  B9IV-V
304.095000	-12.336944	7738	  3    Cap	192666	13600	         	 6.32	 0.01	  B9pHg
303.816250	+25.591944	7739	          	192685	13589	QR Vul   	 4.78	-0.18	  B3Ve
303.349583	+56.567778	7740	 33    Cyg	192696	     	12935    	 4.30	 0.11	  A3IV-Vn
303.875833	+23.508611	7741	 22    Vul	192713	     	QS Vul   	 5.15	 1.04	  G3Ib-II
303.365417	+60.640556	7742	          	192781	     	         	 5.79	 1.47	 gK5
303.848750	+33.729444	7743	          	192787	13596	         	 5.66	 0.91	  K0III
303.942083	+27.814167	7744	 23    Vul	192806	     	         	 4.52	 1.26	  K3-IIIFe-1
304.733333	-47.710833	7745	          	192827	     	         	 6.31	 1.67	  M1III
304.082083	+21.598611	7746	 18    Sge	192836	     	         	 6.13	 1.04	  K1III
304.412083	-12.508333	7747	  5Alp1Cap	192876	13632	         	 4.24	 1.07	  G3Ib
304.505833	-21.810000	7748	  4    Cap	192879	     	         	 5.87	 1.00	  K0III
304.824583	-47.580278	7749	          	192886	     	         	 6.13	 0.46	  F5V
302.222083	+77.711389	7750	  1Kap Cep	192907	13524	         	 4.39	-0.05	  B9III
303.867917	+47.714444	7751	 32    Cyg	192909	     	V1488 Cyg	 3.98	 1.52	  K3Ib+B3V
304.014167	+38.897778	7752	          	192934	     	         	 6.27	 0.01	  A1V
304.196250	+24.671111	7753	 24    Vul	192944	     	         	 5.32	 0.95	  G8III
304.513750	-12.544722	7754	  6Alp2Cap	192947	13645	         	 3.57	 0.94	  G8IIIb
303.930833	+50.232778	7755	          	192983	     	         	 6.31	     	  A2Vn
304.002500	+45.579444	7756	          	192985	     	         	 5.91	 0.38	  F5V:
304.117500	+37.056389	7757	          	192987	     	         	 6.48	-0.09	  B6III
305.134583	-55.050833	7758	          	193002	     	         	 6.27	 1.59	  M0-1III
304.230417	+40.365000	7759	          	193092	13640	12981    	 5.24	 1.65	  K3.5IIab-IIb
304.381250	+29.148056	7760	          	193094	13648	         	 6.22	 1.01	  G9III
304.848333	-19.118611	7761	  7Sig Cap	193150	13675	         	 5.28	 1.40	  K3II
304.371250	+42.721944	7762	          	193217	     	         	 6.29	 1.64	  K4II:
304.446667	+38.033056	7763	 34    Cyg	193237	     	P Cyg    	 4.81	 0.42	  B2pe
305.117083	-29.197222	7764	          	193281	13702	         	 6.30	 0.17	  A4/7V
305.216250	-35.673611	7765	          	193302	     	         	 6.46	 1.31	  K3-4III
305.420833	-49.999444	7766	          	193307	     	         	 6.27	 0.55	  G0V
304.529167	+40.732222	7767	          	193322	13672	         	 5.84	 0.10	  O9V
304.930417	 -1.078611	7768	          	193329	     	         	 6.06	 1.09	  K0
304.619167	+37.000000	7769	 36    Cyg	193369	     	         	 5.58	 0.06	  A2V
304.662917	+34.982778	7770	 35    Cyg	193370	     	12994    	 5.17	 0.65	  F5Ib
304.871667	+13.216944	7771	          	193373	     	         	 6.21	 1.63	  M1III
305.108750	 -6.361667	7772	          	193429	     	13013    	 6.63	 1.55	  K5
305.165833	-12.759167	7773	  8Nu  Cap	193432	13714	         	 4.76	-0.05	  B9.5V
305.000833	+13.548056	7774	          	193472	     	         	 5.95	 0.31	  A5-F2m
305.194167	-14.785000	7775	          	193452	13717	         	 6.10	-0.02	  A0III
305.252917	-14.781389	7776	  9Bet Cap	193495	     	         	 3.08	 0.79	  F8V+A0
304.706667	+46.322778	7777	          	193536	     	V1773 Cyg	 6.45	-0.13	  B2V
305.085417	+14.569167	7778	          	193556	     	         	 6.13	 0.91	  G8III
305.614583	-42.049722	7779	   Kap1Sgr	193571	     	         	 5.59	 0.00	  A0V
305.089167	+17.793056	7780	          	193579	     	         	 5.80	 1.49	 gK5
304.603333	+55.397222	7781	          	193592	13692	         	 5.76	 0.11	  A2V s
304.951250	+37.132500	7782	          	193621	     	         	 6.57	 0.00	  A0III
304.380417	+66.853889	7783	          	193664	     	         	 5.93	 0.58	  G3V
305.063333	+39.403333	7784	          	193702	13728	         	 6.23	 0.06	  A1V
308.322917	-80.965000	7785	          	193721	     	         	 5.77	 1.14	  G6-8II
304.983750	+46.837500	7786	          	193722	     	V1584 Cyg	 6.50	-0.06	  B8/9IIIpSi
305.971667	-42.422778	7787	   Kap2Sgr	193807	     	         	 5.64	 0.20	  A5V
305.753333	 -9.654722	7788	          	193896	     	         	 6.30	 0.91	  G5IIIa
305.514167	+24.446111	7789	 25    Vul	193911	     	         	 5.54	-0.06	  B8IIIne
306.412083	-56.735000	7790	   Alp Pav	193924	     	13060    	 1.94	-0.20	  B2IV
305.126667	+53.596111	7791	          	193944	13743	         	 6.18	 1.56	  K4III
304.902917	+62.257500	7792	 71    Dra	193964	     	DE Dra   	 5.72	-0.05	  B9V
305.717917	+14.551389	7793	          	194012	     	         	 6.17	 0.51	  F8V
305.794583	 +5.343056	7794	          	194013	     	         	 5.31	 0.97	  G8III-IV
305.512500	+41.131389	7795	          	194069	     	         	 6.39	 1.07	  G5III+A
305.557083	+40.256667	7796	 37Gam Cyg	194093	13765	13048    	 2.20	 0.68	  F8Ib
305.655833	+31.265000	7797	          	194097	     	         	 6.09	 1.35	  K2
305.522500	+45.795000	7798	          	194152	     	13050    	 5.58	 1.08	  K0III
306.449583	-40.796389	7799	          	194184	     	         	 6.09	 1.36	  K3III
305.688750	+41.026111	7800	          	194193	     	         	 5.93	 1.60	  K7III
306.361667	-28.663333	7801	          	194215	     	         	 5.85	 1.10	  G8II/III
305.731250	+42.983333	7802	          	194220	13786	13053    	 6.20	 0.95	  K0III
306.156250	 +1.068611	7803	          	194244	13811	13064    	 6.15	-0.04	  B9V
305.025000	+68.880278	7804	          	194258	     	AC Dra   	 5.55	 1.59	  M4.5-5III
305.297500	+63.980278	7805	          	194298	13769	         	 5.69	 1.56	  K5III
305.965417	+32.190000	7806	 39    Cyg	194317	     	         	 4.43	 1.33	  K2.5IIIFe-0.5
305.935000	+37.476389	7807	          	194335	     	Var?     	 5.90	-0.20	  B2Ven
306.720833	-37.403056	7808	          	194433	     	         	 6.25	 0.97	  K2IV-V
306.427083	 -2.800278	7809	          	194454	     	         	 6.11	 1.19	 gK1
306.433333	+10.056389	7810	          	194526	     	13076    	 6.33	 1.56	  K5III
306.418750	+21.409722	7811	          	194577	     	Var      	 5.66	 0.93	  G6III
309.577500	-81.288889	7812	          	194612	     	         	 5.91	 1.71	  K5III
306.505000	+19.865000	7813	          	194616	     	         	 6.41	 1.02	  K0III
306.830000	-18.211667	7814	 10Pi  Cap	194636	13860	         	 5.25	-0.07	  B8II-III
306.135000	+53.551944	7815	          	194668	     	         	 6.51	 0.01	  B9.5III
306.596667	+17.315556	7816	          	194688	     	         	 6.22	 1.01	  K0
307.194583	-35.595833	7817	          	194783	     	         	 6.10	-0.11	  B8II/III
306.271250	+59.600000	7818	          	194882	13850	         	 6.44	 0.09	  A2IV s
307.181667	-15.741667	7819	          	194918	     	         	 6.41	 0.99	  K0III
307.031250	 +8.437500	7820	          	194937	     	         	 6.25	 1.08	  G9III
307.103750	 -3.357778	7821	 68    Aql	194939	     	         	 6.13	-0.06	  B9V
307.215000	-17.813611	7822	 11Rho Cap	194943	13887	         	 4.78	 0.38	  F2IV
306.782083	+34.328889	7823	          	194951	     	         	 6.39	 0.48	  F1II
307.070000	 +2.936944	7824	          	194953	     	         	 6.21	 0.90	  G8III
307.380417	-22.391667	7825	          	195006	     	         	 6.16	 1.55	  M1III
306.892917	+38.440278	7826	 40    Cyg	195050	     	         	 5.62	 0.06	  A3V
306.597917	+56.638889	7827	          	195066	13870	         	 6.36	 0.00	  B9V
306.759583	+49.383333	7828	 43    Cyg	195068	     	         	 5.69	 0.26	 dF0
307.468750	-18.586667	7829	 12Omi Cap	195093	13902	         	 6.74	 0.22	  A7V
307.474583	-18.583333	7830	 12Omi Cap	195094	13902	         	 5.94	 0.08	  A3Vn
307.412500	 -2.885556	7831	 69    Aql	195135	     	         	 4.91	 1.15	  K2III
307.736667	-29.112500	7832	          	195206	     	         	 6.39	 0.21	  A5V
307.337917	+20.087778	7833	          	195217	     	         	 6.55	 0.23	  A3m
307.348750	+30.368611	7834	 41    Cyg	195295	     	13111    	 4.01	 0.40	  F5II
307.335000	+36.454722	7835	 42    Cyg	195324	     	         	 5.88	 0.52	  A1Ib
307.575000	+10.895833	7836	  1    Del	195325	13920	13114    	 6.08	-0.03	  A1eShell
307.767917	-15.056389	7837	          	195330	     	         	 6.12	 0.79	 gG5+F
308.965417	-69.611111	7838	          	195402	     	         	 6.11	 1.29	  K2III
307.742083	+20.605833	7839	          	195479	     	         	 6.18	 0.15	  A1m
307.804167	+11.260556	7840	          	195483	13946	         	 7.11	 0.03	  B8V
307.499583	+45.928611	7841	          	195506	     	         	 6.41	 1.13	  K2III
308.218333	-24.943889	7842	          	195549	     	         	 6.36	-0.01	  A0
307.362917	+56.068056	7843	          	195554	     	13115    	 5.91	-0.04	  B9Vne
307.514583	+48.951667	7844	 45Ome1Cyg	195556	13932	         	 4.95	-0.09	  B2.5IV
308.098750	 -9.853333	7845	          	195564	13960	         	 5.65	 0.69	  G2.5IV
308.479583	-44.516111	7846	   Nu  Mic	195569	     	         	 5.11	 1.01	  K0III
307.746667	+36.935833	7847	 44    Cyg	195593	13949	         	 6.19	 1.01	  F5Iab
308.895000	-60.581667	7848	   Phi1Pav	195627	     	         	 4.76	 0.28	  F1III
307.992500	+25.804444	7849	          	195692	13964	         	 6.34	 0.26	  Am
307.395417	+62.994167	7850	  2The Cep	195725	     	         	 4.22	 0.20	  A7III
307.828333	+49.220278	7851	 46Ome2Cyg	195774	     	13128    	 5.44	 1.55	  M2IIIab
308.303333	+11.303333	7852	  2Eps Del	195810	     	13137    	 4.03	-0.13	  B6III
308.731250	-38.089722	7853	          	195814	     	         	 6.44	 0.26	  A8III:
307.837917	+52.309722	7854	          	195820	     	         	 6.18	 1.01	  K0III
308.548750	-13.721111	7855	          	195838	     	         	 6.13	 0.54	  F6V
308.697500	-30.473611	7856	          	195843	     	         	 6.40	-0.08	  B8V
308.473333	+10.059722	7857	          	195922	     	         	 6.56	 0.08	  A2Vnn
308.487500	+13.027222	7858	  3Eta Del	195943	     	13147    	 5.38	 0.07	  A3IV s
309.397083	-61.530000	7859	   Rho Pav	195961	     	Rho Pav  	 4.88	 0.43	  F5Del Del
307.943750	+56.780000	7860	          	195964	     	         	 6.14	 1.43	 gK5
308.217917	+43.191667	7861	          	195986	     	         	 6.60	-0.11	  B4III
308.541667	+20.985278	7862	          	196035	     	         	 6.48	-0.14	  B3IV
310.512083	-76.180556	7863	   Mu 1Oct	196051	     	         	 6.00	 0.44	  F4III-IV
310.432083	-75.350556	7864	   Mu 2Oct	196067	     	         	 6.55	 0.62	  G5III
308.884167	-16.525833	7865	          	196078	     	         	 6.19	 0.20	  A7V
308.475833	+35.250833	7866	 47    Cyg	196093	     	         	 4.61	 1.60	  K2Ib+B3V
308.451667	+41.772222	7867	          	196134	     	         	 6.49	 1.00	  K0III-IV
307.502917	+72.531667	7868	          	196142	     	         	 6.27	 1.35	 gK4
309.391667	-47.291389	7869	   Alp Ind	196171	     	         	 3.11	 1.00	  K0IIICNIII-IV
308.478750	+46.693889	7870	          	196178	     	         	 5.78	-0.16	  B9pSi
308.827083	+14.674167	7871	  4Zet Del	196180	     	13163    	 4.68	 0.11	  A3V
309.964167	-62.907778	7872	          	196317	     	         	 6.22	 1.10	  K1III
309.181667	 -2.550000	7873	 70    Aql	196321	     	         	 4.89	 1.60	  K5II
309.034583	+25.882500	7874	 26    Vul	196362	     	         	 6.41	 0.21	  A5III
310.010833	-60.548889	7875	   Phi2Pav	196378	     	         	 5.12	 0.53	  F8V
308.710000	+51.854167	7876	          	196379	     	         	 6.11	 0.41	  A9II
309.467083	-25.108889	7877	          	196385	     	         	 6.36	 0.33	  F0III
309.326250	 +0.096944	7878	          	196426	     	         	 6.22	-0.08	  B8IIIp
307.876667	+74.954722	7879	 73    Dra	196502	     	AF Dra   	 5.20	 0.07	  A0pSrCrEu
309.269583	+26.461944	7880	 27    Vul	196504	     	         	 5.59	-0.07	  B9V
310.487917	-66.760833	7881	   Ups Pav	196519	     	13208    	 5.15	-0.06	  B9III
309.387500	+14.595278	7882	  6Bet Del	196524	14073	         	 3.63	 0.44	  F5IV
309.454583	+11.377778	7883	  5Iot Del	196544	     	         	 5.43	 0.06	  A2V
309.584583	 -1.105278	7884	 71    Aql	196574	14081	13187    	 4.32	 0.95	  G7.5IIIa
309.382500	+31.572500	7885	 48    Cyg	196606	     	         	 6.32	-0.09	  B8IIIn
309.477500	+18.269167	7886	          	196610	     	EU Del   	 6.25	 1.48	  M6III
309.385833	+31.521944	7887	          	196629	     	         	 6.49	 0.34	  F0V
309.348333	+38.328611	7888	          	196642	     	         	 6.20	 0.99	  K0III
309.818333	-14.954722	7889	 14Tau Cap	196662	14099	         	 5.22	-0.12	  B6III
309.805000	 -2.412778	7890	          	196712	     	         	 6.22	-0.10	  B7IIIne
309.630417	+21.201111	7891	 29    Vul	196724	     	         	 4.82	-0.02	  A0V
309.682917	+13.315000	7892	  8The Del	196725	     	         	 5.72	 1.53	  K3Ib
310.082500	-33.431944	7893	          	196737	     	         	 5.47	 1.12	  K1III
309.632917	+24.116111	7894	 28    Vul	196740	     	         	 5.04	-0.14	  B5IV
309.646250	+23.680556	7895	          	196753	     	         	 5.91	 0.98	  K0II-III+A3V
309.782500	+10.086111	7896	  7Kap Del	196755	14101	         	 5.05	 0.72	  G2IV
309.853750	 +0.486389	7897	  1    Aqr	196758	14108	         	 5.16	 1.06	  K1III
310.048750	-23.773889	7898	          	196761	     	         	 6.37	 0.72	  G8V
309.770833	+15.838056	7899	          	196775	14106	         	 5.97	-0.14	  B3V
310.012500	-18.138611	7900	 15Ups Cap	196777	     	         	 5.10	 1.66	  M2III
307.060833	+81.422778	7901	 75    Dra	196787	     	         	 5.46	 1.02	  G9III
310.150000	-26.645000	7902	          	196815	     	         	 6.51	 0.57	  F7V
309.794167	+21.817222	7903	          	196821	     	13201    	 6.08	-0.06	  A0III
309.747917	+30.334444	7904	          	196852	     	         	 5.68	 1.09	  K2III
310.135417	-16.124167	7905	          	196857	     	         	 5.80	 1.00	 gG7
309.909583	+15.911944	7906	  9Alp Del	196867	14121	13207    	 3.77	-0.06	  B9IV
309.965833	+11.249722	7907	          	196885	     	         	 6.42	 0.55	  F8IV:
307.364583	+81.091389	7908	 74    Dra	196925	     	         	 5.96	 0.92	  K0III+F8V
310.348750	-31.598333	7909	          	196917	     	         	 5.76	 1.53	  M0III
310.350417	-26.000000	7910	          	196947	     	         	 6.28	 1.22	  K2III
309.888750	+40.579444	7911	          	197018	14126	         	 6.06	-0.16	  B6IIIpMn
309.846250	+45.666944	7912	          	197036	     	         	 6.58	-0.06	  B5IV
311.239583	-66.203056	7913	   Bet Pav	197051	     	         	 3.42	 0.16	  A7III
310.188333	+19.935278	7914	          	197076	     	         	 6.45	 0.63	  G5V
310.720833	-39.558611	7915	          	197093	     	         	 6.29	 1.08	  K1III
309.750833	+56.005000	7916	          	197101	     	         	 6.48	     	  F2Vn
310.150833	+29.805278	7917	          	197120	14149	         	 6.08	 0.14	  A2V
310.317500	+14.583056	7918	 10    Del	197121	     	13227    	 5.99	 1.24	 gK4
310.012917	+43.458611	7919	          	197139	     	         	 5.95	 1.19	  K2III
311.009583	-51.921111	7920	   Eta Ind	197157	     	         	 4.51	 0.27	  A7III-IV-A9
310.260833	+32.307222	7921	 49    Cyg	197177	14158	         	 5.51	 0.88	  G8IIb
310.251667	+39.082222	7922	          	197226	     	         	 6.51	-0.12	  B6III
310.492500	+17.521389	7923	          	197249	     	         	 6.22	 0.94	  G8III
310.357917	+45.280278	7924	 50Alp Cyg	197345	14172	Alp Cyg  	 1.25	 0.09	  A2Ia
310.074583	+60.505278	7925	          	197373	     	         	 6.01	 0.46	  F6IV
310.485417	+41.716944	7926	          	197392	     	         	 5.67	-0.12	  B8II-III
310.592500	+35.456111	7927	          	197419	     	V568 Cyg 	 6.66	-0.16	  B2IV-Ve
310.864583	+15.074444	7928	 11Del Del	197461	     	Del Del  	 4.43	 0.32	  A7IIIpDel Del
310.552500	+50.340000	7929	 51    Cyg	197511	14189	         	 5.39	-0.10	  B2V
307.262917	+83.625556	7930	          	197508	     	         	 6.19	 0.13	  A3/4Vm
311.305000	-27.247222	7931	          	197540	     	         	 6.50	 0.94	  G8III
310.850833	+35.587778	7932	          	197572	     	X Cyg    	 6.47	 1.23	  F7Ib-G8Ib
311.583750	-39.199167	7933	          	197630	     	         	 5.50	-0.10	  B8/9V
312.325417	-68.776389	7934	   Sig Pav	197635	     	         	 5.41	 1.12	  K0III
311.577500	-36.120278	7935	          	197649	     	         	 6.49	 0.39	  F3IV
311.523750	-25.270833	7936	 16Psi Cap	197692	     	         	 4.14	 0.43	  F4V
311.541667	-21.514167	7937	 17    Cap	197725	     	         	 5.93	 0.04	  A0
310.665417	+60.601389	7938	          	197734	     	         	 6.15	 0.01	  A2IV
311.218750	+25.270556	7939	 30    Vul	197752	     	         	 4.91	 1.18	  K2III
310.806250	+57.114167	7940	          	197770	     	         	 6.32	 0.33	  B2III
311.367500	+18.090278	7941	          	197812	     	U Del    	 6.38	 1.68	  M5II-III
311.415417	+30.719722	7942	 52    Cyg	197912	14259	         	 4.22	 1.05	  G9.5III
312.121667	-43.988611	7943	   Iot Mic	197937	     	         	 5.11	 0.35	  F1IV
311.091667	+56.488056	7944	          	197939	     	         	 5.78	 1.67	  M3III
310.795833	+66.657500	7945	  4    Cep	197950	     	         	 5.58	 0.22	  A8V
311.765000	 -2.486667	7946	          	197954	     	         	 6.27	 1.55	  K2
311.661250	+16.124444	7947	 12Gam1Del	197963	14279	         	 5.14	 0.49	  F7V
311.664583	+16.124167	7948	 12Gam2Del	197964	14279	         	 4.27	 1.04	  K1IV
311.552917	+33.970278	7949	 53Eps Cyg	197989	14274	         	 2.46	 1.03	  K0-III
311.919167	 -9.495833	7950	  2Eps Aqr	198001	     	         	 3.77	 0.00	  A1V
311.934167	 -5.027778	7951	  3    Aqr	198026	     	EN Aqr   	 4.42	 1.65	  M3III
312.370833	-46.226944	7952	   Zet Ind	198048	     	         	 4.89	 1.52	  K5III
311.951250	 +6.008333	7953	 13    Del	198069	14293	13299    	 5.58	-0.02	  A0V
311.949167	 +3.306667	7954	          	198070	     	         	 6.40	-0.02	  A0Vn
311.337917	+57.579722	7955	          	198084	     	         	 4.51	 0.54	  F8IV-V
311.795000	+34.374167	7956	          	198134	14290	T Cyg    	 4.92	 1.32	  K3III
311.322500	+61.838889	7957	  3Eta Cep	198149	14276	         	 3.43	 0.92	  K0IV
311.660417	+46.531667	7958	          	198151	     	         	 6.30	 0.03	  A3V
312.909583	-62.429167	7959	          	198160	     	         	 6.28	 0.15	  A2-3IV-V
312.911667	-62.429167	7960	          	198161	     	         	 6.59	 0.17	  A2-3IV-V
312.323333	-25.781389	7961	          	198174	     	         	 5.86	-0.07	  B7IIIp
311.588333	+52.995278	7962	          	198181	     	         	 6.33	 1.12	  K0
311.852083	+36.490833	7963	 54Lam Cyg	198183	14296	         	 4.53	-0.11	  B5Ve
312.335417	-18.035833	7964	          	198208	     	         	 6.21	 1.42	  K3III
312.492083	-33.779722	7965	   Alp Mic	198232	     	13329    	 4.90	 1.00	  G7III
311.836667	+45.579722	7966	          	198237	14298	         	 6.40	 1.61	  K3III
311.137917	+69.751944	7967	          	198236	     	         	 6.41	     	  G8III
312.875417	-51.608333	7968	   Iot Ind	198308	     	         	 5.05	 1.13	  K1II-III
311.955417	+47.831944	7969	          	198345	14318	         	 5.57	 1.46	  K5III
312.696250	-32.054444	7970	          	198356	     	         	 6.36	 1.54	  K5III
312.752917	-37.913333	7971	          	198357	     	         	 5.52	 1.38	  K3II
311.970000	+52.407222	7972	          	198387	14322	         	 6.27	 0.89	  G7IV
312.407500	+12.545278	7973	 15    Del	198390	     	         	 5.98	 0.43	  F5V
312.451250	 +7.864167	7974	 14    Del	198391	     	13337    	 6.33	 0.02	  A1V s
312.496250	 +5.544722	7975	          	198404	     	         	 6.21	 0.98	  K0
312.674167	-12.545000	7976	          	198431	     	         	 5.88	 1.07	 gK1
312.234583	+46.114167	7977	 55    Cyg	198478	14337	V1661 Cyg	 4.84	 0.41	  B3Ia
312.177917	+51.910556	7978	          	198513	14336	         	 6.29	-0.07	  B8Vnp
312.995000	-33.177222	7979	   Bet Mic	198529	     	         	 6.04	 0.03	  A2Vn
312.955417	-26.919167	7980	 18Ome Cap	198542	     	13351    	 4.11	 1.64	  M0-III-IIIbBa0.2
312.654167	+18.051389	7981	          	198552	     	         	 6.52	 0.04	  A1V s
312.857083	 -5.626389	7982	  4    Aqr	198571	14360	13350    	 5.99	 0.46	  F5V+F7V
312.477917	+46.661111	7983	          	198625	14350	         	 6.33	-0.07	  B4Ve
312.520417	+44.059444	7984	 56    Cyg	198639	     	         	 5.04	 0.20	  A4mDel Del
313.036250	 -5.506944	7985	  5    Aqr	198667	     	13360    	 5.55	-0.08	  B9III
313.702500	-58.454167	7986	   Bet Ind	198700	     	         	 3.65	 1.25	  K1II
313.417500	-39.810000	7987	          	198716	     	         	 5.35	 1.32	  K2III
312.867500	+28.250556	7988	          	198726	     	T Vul    	 5.77	 0.72	  F5Ib
313.255000	-23.783056	7989	          	198732	14380	         	 6.33	 0.88	  K0III
313.163333	 -8.983333	7990	  6Mu  Aqr	198743	     	         	 4.73	 0.32	  A3m
313.354167	-30.718611	7991	          	198751	     	         	 6.35	 1.09	  K1III
313.645833	-50.727778	7992	          	198766	     	         	 6.24	-0.12	  B5IV
312.322500	+64.042222	7993	          	198781	     	         	 6.45	 0.07	  B0.5V
313.273333	-11.573611	7994	          	198802	     	         	 6.38	 0.67	  G1V
313.032083	+27.096944	7995	 31    Vul	198809	     	13373    	 4.59	 0.83	  G7IIIFe-1
313.001250	+32.849167	7996	          	198820	     	         	 6.44	-0.15	  B3III
313.528333	-27.925556	7997	          	198853	     	         	 6.41	 1.60	  M4III
313.493333	 -6.889722	7998	          	198949	     	         	 6.44	 0.37	  F1IV
313.280833	+29.649444	7999	          	198976	     	         	 6.34	 1.09	  K2
313.699583	-17.923056	8000	 19    Cap	199012	     	         	 5.78	 1.12	  K0III
313.311667	+44.387222	8001	 57    Cyg	199081	     	13388    	 4.78	-0.14	  B5V
310.646667	+82.531111	8002	 76    Dra	199095	     	13319    	 5.75	 0.00	  A0V
313.327500	+45.181944	8003	          	199098	     	13391    	 5.45	 1.10	  K0II
313.360000	+42.410278	8004	          	199099	     	         	 6.66	-0.04	  A1V
313.474583	+33.437778	8005	          	199101	     	         	 5.47	 1.52	 gK5
313.783750	 -1.373333	8006	          	199124	     	EM Aqr   	 6.55	 0.29	  A9Vn
313.593333	+28.521944	8007	          	199140	     	BW Vul   	 6.56	-0.13	  B2IIIe
313.640000	+28.057500	8008	 32    Vul	199169	     	13398    	 5.01	 1.48	  K4III
313.592917	+40.703056	8009	          	199218	14413	         	 6.70	-0.07	  B8Vnne
313.919583	 +4.532778	8010	          	199223	14430	         	 6.05	 0.82	  G6III-IV
313.902917	+13.721389	8011	 17    Del	199253	     	13408    	 5.17	 1.12	  K0III
313.910833	+12.568611	8012	 16    Del	199254	14429	         	 5.58	 0.12	  A4V
314.197083	-26.296389	8013	          	199260	     	13412    	 5.70	 0.50	  F7V
314.076250	 -3.561389	8014	          	199280	     	         	 6.57	-0.10	  B8Vn
314.225000	 -9.697500	8015	  7    Aqr	199345	14449	13419    	 5.51	 1.47	 gK5
311.889167	+80.552222	8016	          	199437	     	13369    	 5.39	 1.12	  K1III
314.294167	 +0.463611	8017	          	199442	14457	         	 6.05	 1.22	  K2III
314.419167	-16.031667	8018	          	199443	     	         	 5.87	 0.18	  A2m
315.367083	-68.209722	8019	          	199475	     	         	 6.37	 0.10	  A2V
313.957500	+47.417778	8020	          	199478	     	         	 5.67	 0.47	  B8Ia
316.179167	-77.023889	8021	   Alp Oct	199532	     	         	 5.15	 0.49	  A7III+G2III
314.053750	+51.075000	8022	          	199578	     	         	 6.63	-0.10	  B5V
314.144583	+44.925000	8023	          	199579	     	         	 5.96	 0.05	  O6V((f))
314.674583	-14.482778	8024	          	199603	     	DV Aqr   	 6.01	 0.23	  F0IV
314.106250	+50.728611	8025	          	199611	14460	         	 5.81	 0.30	  F0III
314.107917	+49.195833	8026	          	199612	     	         	 5.90	 1.04	  G8II-III
315.089583	-51.265278	8027	          	199623	     	         	 5.76	 0.47	  F5IV-V
314.293333	+41.167222	8028	 58Nu  Cyg	199629	     	         	 3.94	 0.02	  A1Vn
314.070833	+56.887500	8029	          	199661	     	         	 6.23	-0.18	  B2.5IV
314.607917	+10.839167	8030	 18    Del	199665	     	         	 5.48	 0.93	 gG6
314.998750	-36.129722	8031	          	199684	     	         	 6.11	 0.39	  F5V
314.568333	+22.325833	8032	 33    Vul	199697	     	         	 5.31	 1.40	  K3.5III
314.900417	-19.035278	8033	 20    Cap	199728	     	AO Cap   	 6.25	-0.13	  B9pSi
314.768333	 +4.293611	8034	  1Eps Equ	199766	14499	         	 5.23	 0.46	  F6IV
